id,state,county,areaname,1900,1910,1920,1930,1940,1950,1960,1970
,Alaska Territory,Northern District,Northern District,60,0,1703,1590,0,5772,fill
22023,Louisiana,Cameron,Cameron,538,585,578,670,583,434,534
22021,Louisiana,Caldwell,Caldwell,3465,2983,2937,3496,2936,2503,2177
22029,Louisiana,Concordia,Concordia,11941,9823,9185,9767,8519,9462,8763
4015,Arizona,Mohave,Mohave,fill,2,0,17,11,16,20
51620,Virginia,Franklin City,Franklin City,fill,fill,fill,fill,fill,fill,3494
16011,Idaho,Bingham,Bingham,44,15,7,9,60,12,12
39017,Ohio,Butler,Butler,1781,3465,5614,5994,7475,10315,11192
16013,Idaho,Blaine,Blaine,10,3,0,0,3,9,0
39015,Ohio,Brown,Brown,1288,972,817,759,556,537,434
16015,Idaho,Boise,Boise,3,1,2,0,2,0,0
27159,Minnesota,Wadena,Wadena,1,0,0,0,2,18,4
16017,Idaho,Bonner,Bonner,16,4,1,2,9,3,0
39011,Ohio,Auglaize,Auglaize,36,44,47,27,28,55,4
16019,Idaho,Bonneville,Bonneville,fill,46,66,96,68,85,130
27155,Minnesota,Traverse,Traverse,2,1,0,0,2,0,0
27157,Minnesota,Wabasha,Wabasha,11,9,7,0,5,1,10
27151,Minnesota,Swift,Swift,1,1,5,0,8,0,14
27153,Minnesota,Todd,Todd,2,0,2,0,4,5,5
22117,Louisiana,Washington,Washington,5458,7391,9719,10814,12064,14892,13512
21129,Kentucky,Lee,Lee,234,235,140,99,38,52,57
21127,Kentucky,Lawrence,Lawrence,163,156,124,95,69,41,31
48367,Texas,Parker,Parker,693,337,279,264,263,432,366
21125,Kentucky,Laurel,Laurel,657,333,303,344,281,254,260
21123,Kentucky,Larue,Larue,785,652,513,524,547,548,508
22115,Louisiana,Vernon,Vernon,3716,5103,3560,2420,2216,2422,5558
21121,Kentucky,Knox,Knox,1059,677,595,619,515,390,359
2190,Alaska,Outer Ketchikan,Outer Ketchikan,fill,fill,fill,fill,fill,fill,17
16059,Idaho,Lemhi,Lemhi,5,1,0,1,1,1,0
46061,South Dakota,Hanson,Hanson,1,2,0,5,1,0,0
42033,Pennsylvania,Clearfield,Clearfield,315,511,319,336,297,260,141
12039,Florida,Gadsden,Gadsden,14965,14812,16967,17503,20465,24944,23247
42031,Pennsylvania,Clarion,Clarion,24,24,5,23,21,17,47
46065,South Dakota,Hughes,Hughes,13,25,8,16,20,6,34
22111,Louisiana,Union,Union,7448,6114,6634,7259,6623,6482,6150
46067,South Dakota,Hutchinson,Hutchinson,3,0,0,0,2,1,15
42035,Pennsylvania,Clinton,Clinton,209,169,94,43,18,19,84
12033,Florida,Escambia,Escambia,15111,15221,13924,17570,24998,35856,40344
12031,Florida,Duval,Duval,37270,47989,53411,68459,81648,105655,118471
42039,Pennsylvania,Crawford,Crawford,355,695,801,879,957,991,877
12037,Florida,Franklin,Franklin,2487,2484,2469,1996,1496,1391,1323
40003,Oklahoma,Alfalfa,Alfalfa,5,22,3,3,4,0,34
12035,Florida,Flagler,Flagler,fill,958,852,1334,1531,1733,1365
51133,Virginia,Northumberland,Northumberland,4267,4873,4648,4324,4087,4343,3607
51131,Virginia,Northampton,Northampton,9314,9587,9930,9492,9252,9174,7555
51137,Virginia,Orange,Orange,5526,4865,3795,3636,3398,2881,2945
51135,Virginia,Nottoway,Nottoway,7347,6579,6659,7158,6789,6467,5701
40005,Oklahoma,Atoka,Atoka,2109,1204,1139,1001,842,662,655
51139,Virginia,Page,Page,1166,894,733,670,557,477,448
16057,Idaho,Latah,Latah,28,29,15,13,20,25,38
30085,Montana,Roosevelt,Roosevelt,fill,18,1,0,37,11,0
13003,Georgia,Atkinson,Atkinson,fill,2479,1962,1671,1645,1777,1879
13299,Georgia,Ware,Ware,8914,12313,8216,7540,8036,8465,7492
16053,Idaho,Jerome,Jerome,fill,2,0,4,6,7,0
13291,Georgia,Union,Union,64,46,47,11,1,1,0
13293,Georgia,Upson,Upson,6998,7257,6944,7686,6630,6682,6626
13295,Georgia,Walker,Walker,2451,2484,2355,2235,2322,2420,2399
13297,Georgia,Walton,Walton,10070,9715,6767,6609,6293,6129,6491
12107,Florida,Putnam,Putnam,6804,6742,7812,7885,8602,10010,9732
12105,Florida,Polk,Polk,7419,9359,16020,18516,25526,35960,39059
12103,Florida,Pinellas,Pinellas,fill,4553,10974,16137,18657,33088,42706
12101,Florida,Pasco,Pasco,2456,2098,1777,2273,2773,4065,3753
12109,Florida,St Johns,St Johns,5454,4721,6689,7056,8299,8213,6908
26049,Michigan,Genesee,Genesee,416,1757,5825,6708,14060,36553,60343
26041,Michigan,Delta,Delta,34,38,27,42,33,23,32
26043,Michigan,Dickinson,Dickinson,9,4,12,3,12,5,10
26045,Michigan,Eaton,Eaton,74,45,46,30,54,90,325
26047,Michigan,Emmet,Emmet,44,26,63,71,39,102,44
20099,Kansas,Labette,Labette,1756,1980,1639,1686,1534,1269,1135
48239,Texas,Jackson,Jackson,2114,2176,1908,1781,1714,1693,1539
20091,Kansas,Johnson,Johnson,611,599,765,795,706,943,1081
20093,Kansas,Kearny,Kearny,1,9,5,3,0,1,0
20095,Kansas,Kingman,Kingman,32,43,26,18,31,11,5
20097,Kansas,Kiowa,Kiowa,8,4,6,0,2,0,0
13185,Georgia,Lowndes,Lowndes,12955,13535,13783,14667,14354,15927,15990
13187,Georgia,Lumpkin,Lumpkin,320,217,188,220,138,127,134
13181,Georgia,Lincoln,Lincoln,5175,5152,4093,3619,3153,2893,2719
13183,Georgia,Long,Long,fill,fill,1788,1461,1248,1277,1190
5055,Arkansas,Greene,Greene,40,32,22,56,56,14,0
5057,Arkansas,Hempstead,Hempstead,14100,14176,13128,14033,10233,7329,6335
13189,Georgia,McDuffie,Mcduffie,5985,6140,4572,5313,5184,5352,6060
5053,Arkansas,Grant,Grant,994,1060,872,918,738,569,417
12129,Florida,Wakulla,Wakulla,2384,2361,2254,1844,1627,1500,1522
36003,New York,Allegany,Allegany,325,216,169,162,142,102,121
36005,New York,Bronx,Bronx,fill,4803,12930,23529,97752,163896,357099
36007,New York,Broome,Broome,725,706,797,784,849,1290,2237
36009,New York,Cattaraugus,Cattaraugus,333,371,468,436,323,493,497
1107,Alabama,Pickens,Pickens,12951,12324,11932,13105,11657,9784,8466
48303,Texas,Lubbock,Lubbock,5,152,1677,3070,7893,12306,13186
48301,Texas,Loving,Loving,1,0,0,0,0,10,0
48307,Texas,McCulloch,Mcculloch,189,374,465,472,370,319,280
48305,Texas,Lynn,Lynn,0,13,222,527,592,665,420
48309,Texas,McLennan,Mclennan,17234,17575,18697,19498,22329,24036,23797
48435,Texas,Sutton,Sutton,3,5,45,82,33,32,41
48437,Texas,Swisher,Swisher,0,6,50,42,104,433,419
48431,Texas,Sterling,Sterling,1,5,2,24,13,9,0
48433,Texas,Stonewall,Stonewall,3,108,278,257,101,119,97
48439,Texas,Tarrant,Tarrant,15418,18730,24660,28467,39674,59026,80851
30047,Montana,Lake,Lake,fill,fill,7,1,15,16,12
53027,Washington,Grays Harbor,Grays Harbor,fill,88,79,43,61,39,17
27111,Minnesota,Otter Tail,Otter Tail,52,86,82,59,29,22,62
40095,Oklahoma,Marshall,Marshall,319,275,216,265,184,201,167
48123,Texas,De Witt,De Witt,4753,5206,4392,3813,3199,2786,2323
48121,Texas,Denton,Denton,2210,2580,2159,2194,2321,2884,4583
26029,Michigan,Charlevoix,Charlevoix,89,51,31,29,21,5,6
48125,Texas,Dickens,Dickens,2,197,364,371,369,257,196
13071,Georgia,Colquitt,Colquitt,4617,8457,7739,8056,8007,8211,7560
13073,Georgia,Columbia,Columbia,9198,8251,5536,5664,4556,4770,4856
13075,Georgia,Cook,Cook,fill,3276,3077,3191,3379,3484,3801
13077,Georgia,Coweta,Coweta,16267,15599,10828,10822,10452,10464,10301
30061,Montana,Mineral,Mineral,fill,0,0,3,0,0,8
13079,Georgia,Crawford,Crawford,4922,5198,3879,4023,3508,3363,3060
13277,Georgia,Tift,Tift,3777,4290,4874,5493,6406,7000,7179
13275,Georgia,Thomas,Thomas,17086,17263,15856,13980,13881,14189,13706
13273,Georgia,Terrell,Terrell,16607,14055,12982,11961,9607,8208,6793
13271,Georgia,Telfair,Telfair,4761,5005,4858,4787,4280,4011,3928
45087,South Carolina,Union,Union,15471,14076,12380,11248,10054,8891,8277
45085,South Carolina,Sumter,Sumter,28103,30508,30974,33771,33004,34997,33086
45083,South Carolina,Spartanburg,Spartanburg,26410,27392,30111,30473,33627,34660,36489
45081,South Carolina,Saluda,Saluda,11189,11635,8823,7644,6791,5330,4892
18099,Indiana,Marshall,Marshall,71,106,123,103,119,65,68
18093,Indiana,Lawrence,Lawrence,345,188,244,174,134,109,132
18091,Indiana,LaPorte,Laporte,338,469,1284,1148,2453,4890,6987
18097,Indiana,Marion,Marion,23256,35634,44722,51949,65010,99912,134365
18095,Indiana,Madison,Madison,690,1026,1699,1645,2774,4976,7434
27113,Minnesota,Pennington,Pennington,7,3,3,1,1,1,0
48057,Texas,Calhoun,Calhoun,491,584,557,570,712,818,785
48055,Texas,Caldwell,Caldwell,5378,4403,4664,3891,3068,2582,4501
48053,Texas,Burnet,Burnet,292,175,139,182,220,171,208
48051,Texas,Burleson,Burleson,8587,6506,7187,6767,4203,3497,2817
40093,Oklahoma,Major,Major,90,45,41,30,20,12,10
40091,Oklahoma,McIntosh,Mcintosh,5283,5950,4448,3732,2669,1750,1325
40097,Oklahoma,Mayes,Mayes,799,729,531,356,153,105,162
48059,Texas,Callahan,Callahan,4,20,38,20,7,2,6
20077,Kansas,Harper,Harper,37,57,69,53,20,32,46
20075,Kansas,Hamilton,Hamilton,25,27,15,7,9,15,0
37199,North Carolina,Yancey,Yancey,233,272,163,158,182,136,134
20073,Kansas,Greenwood,Greenwood,32,36,34,15,6,0,17
20071,Kansas,Greeley,Greeley,2,3,5,0,34,14,44
37195,North Carolina,Wilson,Wilson,12350,16261,19325,21064,22036,23207,21122
37197,North Carolina,Yadkin,Yadkin,1174,1102,986,1175,1097,1128,1237
37191,North Carolina,Wayne,Wayne,15579,18995,23205,25294,27090,30106,28329
37193,North Carolina,Wilkes,Wilkes,2591,2322,2696,2826,2707,2694,2546
20079,Kansas,Harvey,Harvey,415,587,526,455,385,476,368
48369,Texas,Parmer,Parmer,0,1,14,37,17,242,235
18167,Indiana,Vigo,Vigo,3323,4478,4116,4049,4415,4802,5340
20205,Kansas,Wilson,Wilson,85,150,132,81,83,55,19
18165,Indiana,Vermillion,Vermillion,121,235,69,53,23,18,27
18163,Indiana,Vanderburgh,Vanderburgh,6548,6568,7228,7560,9167,9547,10245
18161,Indiana,Union,Union,101,143,98,87,39,64,36
28023,Mississippi,Clarke,Clarke,10262,7218,8048,8274,7878,6470,5396
18169,Indiana,Wabash,Wabash,167,174,128,87,53,67,116
16021,Idaho,Boundary,Boundary,fill,1,1,0,0,0,6
20201,Kansas,Washington,Washington,8,28,12,4,0,5,0
29127,Missouri,Marion,Marion,2894,2410,2526,1962,1623,1566,1374
48399,Texas,Runnels,Runnels,133,478,716,498,509,404,293
29125,Missouri,Maries,Maries,8,2,1,0,2,1,0
16023,Idaho,Butte,Butte,fill,0,0,0,0,0,0
29123,Missouri,Madison,Madison,280,205,155,136,49,32,7
20203,Kansas,Wichita,Wichita,3,8,161,7,10,1,0
29121,Missouri,Macon,Macon,1004,823,508,465,335,307,295
51595,Virginia,Emporia City,Emporia City,fill,fill,fill,fill,fill,fill,2024
20139,Kansas,Osage,Osage,362,257,144,81,40,20,16
29129,Missouri,Mercer,Mercer,33,10,7,5,3,3,0
16025,Idaho,Camas,Camas,fill,0,0,0,4,0,0
16027,Idaho,Canyon,Canyon,33,36,16,15,55,123,17
8035,Colorado,Douglas,Douglas,8,1,2,8,3,2,39
8037,Colorado,Eagle,Eagle,1,0,1,1,0,2,0
8031,Colorado,Denver,Denver,5426,6075,7204,7836,15059,30251,47187
17043,Illinois,Du Page,Du Page,171,154,319,250,450,677,1613
8033,Colorado,Dolores,Dolores,1,1,0,0,0,0,0
35045,New Mexico,San Juan,San Juan,fill,7,2,4,19,438,325
35047,New Mexico,San Miguel,San Miguel,fill,127,40,36,42,79,60
8039,Colorado,Elbert,Elbert,0,7,13,8,1,7,0
35043,New Mexico,Sandoval,Sandoval,fill,9,5,4,5,8,34
20133,Kansas,Neosho,Neosho,376,532,569,448,355,310,287
20131,Kansas,Nemaha,Nemaha,164,142,112,71,70,48,41
55139,Wisconsin,Winnebago,Winnebago,110,55,60,33,41,52,129
55137,Wisconsin,Waushara,Waushara,11,8,1,1,3,3,13
5133,Arkansas,Sevier,Sevier,2296,2282,1753,1607,1176,957,761
55135,Wisconsin,Waupaca,Waupaca,18,10,1,4,9,5,5
55133,Wisconsin,Waukesha,Waukesha,74,66,102,127,129,146,425
55131,Wisconsin,Washington,Washington,6,6,0,0,4,8,60
31105,Nebraska,Kimball,Kimball,2,15,1,0,2,1,0
31107,Nebraska,Knox,Knox,8,42,5,0,5,3,9
5131,Arkansas,Sebastian,Sebastian,5410,4299,3990,4647,4255,4540,4396
31103,Nebraska,Keya Paha,Keya Paha,7,12,1,2,0,0,0
31109,Nebraska,Lancaster,Lancaster,870,1012,1138,936,1467,2537,2378
37103,North Carolina,Jones,Jones,4096,4455,4680,4799,4992,5163,4406
48009,Texas,Archer,Archer,3,16,19,16,16,19,0
47013,Tennessee,Campbell,Campbell,1887,1272,606,504,412,263,190
47011,Tennessee,Bradley,Bradley,1717,1732,1852,2000,1770,1994,2219
47017,Tennessee,Carroll,Carroll,5051,4578,4631,4092,3492,3161,3080
47015,Tennessee,Cannon,Cannon,580,430,314,306,277,200,193
47019,Tennessee,Carter,Carter,660,569,528,503,402,435,364
39157,Ohio,Tuscarawas,Tuscarawas,194,514,987,913,819,793,700
19165,Iowa,Shelby,Shelby,7,7,4,0,1,1,15
39155,Ohio,Trumbull,Trumbull,208,1107,4239,4209,7155,11731,13232
19167,Iowa,Sioux,Sioux,2,14,8,2,3,9,19
27019,Minnesota,Carver,Carver,4,2,1,2,6,7,5
19161,Iowa,Sac,Sac,30,23,13,2,8,1,10
39151,Ohio,Stark,Stark,752,2799,5890,7148,12589,18303,21531
19163,Iowa,Scott,Scott,572,745,865,884,1150,1866,4179
27015,Minnesota,Brown,Brown,2,0,3,0,6,4,5
27017,Minnesota,Carlton,Carlton,0,6,0,2,18,7,0
27011,Minnesota,Big Stone,Big Stone,3,7,1,1,1,0,0
19169,Iowa,Story,Story,8,51,55,66,88,127,363
27013,Minnesota,Blue Earth,Blue Earth,8,5,6,1,11,11,69
53011,Washington,Clark,Clark,47,29,50,18,908,440,662
55009,Wisconsin,Brown,Brown,69,49,58,34,92,128,312
12041,Florida,Gilchrist,Gilchrist,fill,fill,803,638,337,328,287
51041,Virginia,Chesterfield,Chesterfield,7527,7084,7107,6250,8412,9405,8605
55003,Wisconsin,Ashland,Ashland,8,1,0,2,7,4,25
55001,Wisconsin,Adams,Adams,4,12,0,19,16,6,0
37109,North Carolina,Lincoln,Lincoln,2797,2231,3321,3295,3479,3523,3220
55007,Wisconsin,Bayfield,Bayfield,8,8,10,16,16,6,0
55005,Wisconsin,Barron,Barron,18,5,9,1,9,9,40
22031,Louisiana,De Soto,De Soto,17932,17914,19215,20114,13812,13949,12155
22033,Louisiana,East Baton Rouge,East Baton Rouge,21342,23098,29424,33634,52262,72993,81823
22035,Louisiana,East Carroll,East Carroll,10390,9701,11836,12784,9936,8800,7569
22037,Louisiana,East Feliciana,East Feliciana,14536,12004,11876,11649,11137,10907,9504
22039,Louisiana,Evangeline,Evangeline,fill,5681,5772,6999,7553,8478,8624
2250,Alaska,Upper Yukon,Upper Yukon,fill,fill,fill,fill,fill,fill,9
35049,New Mexico,Santa Fe,Santa Fe,fill,65,85,226,152,235,251
51630,Virginia,Fredericksburg City,Fredericksburg City,1480,1193,1218,1854,1952,2593,2543
51031,Virginia,Campbell,Campbell,9002,8597,6650,6724,6843,6944,6792
4005,Arizona,Coconino,Coconino,fill,53,115,234,719,1192,1234
48391,Texas,Refugio,Refugio,481,610,849,1101,1120,1026,908
27129,Minnesota,Renville,Renville,1,2,3,1,6,3,5
16003,Idaho,Adams,Adams,fill,1,0,0,2,1,0
39021,Ohio,Champaign,Champaign,1410,1251,1157,1073,1021,1099,983
16001,Idaho,Ada,Ada,168,82,101,117,206,246,254
39027,Ohio,Clinton,Clinton,939,730,633,644,633,680,780
16007,Idaho,Bear Lake,Bear Lake,1,6,1,0,2,2,0
39025,Ohio,Clermont,Clermont,865,793,830,783,758,999,870
16005,Idaho,Bannock,Bannock,129,377,293,222,419,494,478
27121,Minnesota,Pope,Pope,3,7,2,1,0,3,13
27123,Minnesota,Ramsey,Ramsey,3154,3389,4026,4182,5748,8394,11382
16009,Idaho,Benewah,Benewah,fill,24,12,11,15,12,13
27125,Minnesota,Red Lake,Red Lake,0,2,4,0,1,0,0
27127,Minnesota,Redwood,Redwood,11,48,15,19,42,4,5
48361,Texas,Orange,Orange,1898,3203,2447,2062,4387,5959,6577
21139,Kentucky,Livingston,Livingston,670,507,350,224,111,78,6
21131,Kentucky,Leslie,Leslie,132,98,19,25,7,0,0
21133,Kentucky,Letcher,Letcher,17,1900,2120,2058,1185,729,429
21135,Kentucky,Lewis,Lewis,141,88,62,30,23,20,0
21137,Kentucky,Lincoln,Lincoln,2955,2191,1762,1552,1051,909,888
12025,Florida,Dade,Dade,4194,12680,29894,49518,64947,137299,189606
12027,Florida,De Soto,De Soto,2351,4347,1497,1593,2000,2532,2614
12021,Florida,Collier,Collier,fill,fill,745,1631,1810,2280,3183
12023,Florida,Columbia,Columbia,8411,6999,5790,6507,6112,6070,6312
19087,Iowa,Henry,Henry,264,212,135,126,148,100,90
12029,Florida,Dixie,Dixie,fill,fill,2995,3045,562,648,926
46073,South Dakota,Jerauld,Jerauld,0,1,0,0,1,0,0
42127,Pennsylvania,Wayne,Wayne,20,48,100,174,315,383,319
30081,Montana,Ravalli,Ravalli,13,3,7,11,6,1,105
42009,Pennsylvania,Bedford,Bedford,365,354,280,227,215,162,118
51510,Virginia,Alexandria City,Alexandria City,4188,4112,4912,5281,7622,10353,15572
42007,Pennsylvania,Beaver,Beaver,1235,2897,5933,6461,8406,11153,11647
42005,Pennsylvania,Armstrong,Armstrong,495,1084,1136,976,884,880,811
46079,South Dakota,Lake,Lake,1,4,4,4,3,0,5
42003,Pennsylvania,Allegheny,Allegheny,34217,53517,83326,90060,112964,134122,144773
42001,Pennsylvania,Adams,Adams,325,295,247,250,267,330,551
42121,Pennsylvania,Venango,Venango,541,593,593,558,938,414,380
51129,Virginia,Norfolk,Norfolk,31791,22765,13307,12448,16264,13478,fill
2230,Alaska,Skagway-Yakutat,Skagway-Yakutat,fill,fill,fill,fill,fill,fill,0
51125,Virginia,Nelson,Nelson,5263,5026,4561,4299,3793,3554,3344
42123,Pennsylvania,Warren,Warren,75,39,24,31,28,69,43
51121,Virginia,Montgomery,Montgomery,2323,2078,1965,1569,1569,1422,1453
51123,Virginia,Nansemond,Nansemond,15536,12875,15203,15282,16480,19746,19042
48027,Texas,Bell,Bell,6302,4886,6334,5230,8646,10651,15772
46053,South Dakota,Gregory,Gregory,20,3,3,0,0,2,3
40069,Oklahoma,Johnston,Johnston,884,659,458,484,321,330,281
48023,Texas,Baylor,Baylor,3,43,102,138,108,233,167
5123,Arkansas,St Francis,St Francis,15508,19971,22485,23131,21036,18891,14558
12111,Florida,St Lucie,St Lucie,865,1895,1797,4079,6329,12732,15672
12113,Florida,Santa Rosa,Santa Rosa,4234,2849,2208,1942,1578,2018,1965
48021,Texas,Bastrop,Bastrop,9428,8492,7741,7099,6196,5291,4534
12117,Florida,Seminole,Seminole,fill,5044,8431,10751,11935,13500,13977
5059,Arkansas,Hot Spring,Hot Spring,1960,2068,2311,2219,2855,3193,2751
12119,Florida,Sumter,Sumter,2255,2218,3217,3079,3050,3053,3399
41041,Oregon,Lincoln,Lincoln,2,1,2,2,17,10,46
26059,Michigan,Hillsdale,Hillsdale,22,19,11,5,31,28,49
17199,Illinois,Williamson,Williamson,866,1825,1358,1162,897,703,779
17197,Illinois,Will,Will,1134,1374,3131,3410,5886,11915,16970
26053,Michigan,Gogebic,Gogebic,6,2,3,3,11,2,13
17195,Illinois,Whiteside,Whiteside,62,52,54,30,76,120,345
26051,Michigan,Gladwin,Gladwin,37,31,6,13,16,1,15
17193,Illinois,White,White,470,241,194,152,87,62,19
26057,Michigan,Gratiot,Gratiot,92,90,75,48,41,51,30
17191,Illinois,Wayne,Wayne,11,7,1,1,11,2,11
26055,Michigan,Grand Traverse,Grand Traverse,32,36,55,38,61,140,127
48209,Texas,Hays,Hays,2165,1679,1289,1451,1144,1101,1066
48203,Texas,Harrison,Harrison,23698,26858,29409,29594,24717,19740,16490
40067,Oklahoma,Jefferson,Jefferson,397,402,272,226,168,124,93
41069,Oregon,Wheeler,Wheeler,2,1,0,0,3,0,0
48207,Texas,Haskell,Haskell,84,361,409,563,887,642,481
48205,Texas,Hartley,Hartley,3,1,1,3,11,2,32
17175,Illinois,Stark,Stark,9,7,6,10,9,10,0
17177,Illinois,Stephenson,Stephenson,82,395,521,548,875,1445,2376
17171,Illinois,Scott,Scott,15,22,18,1,2,1,0
40065,Oklahoma,Jackson,Jackson,114,411,1988,1314,1224,1892,2474
17173,Illinois,Shelby,Shelby,75,64,23,14,32,5,0
5047,Arkansas,Franklin,Franklin,382,305,352,329,190,120,196
5045,Arkansas,Faulkner,Faulkner,4460,4121,3657,3466,2830,2602,2833
17179,Illinois,Tazewell,Tazewell,25,57,42,16,38,14,75
5041,Arkansas,Desha,Desha,12129,15257,13903,16168,12055,9972,8204
51141,Virginia,Patrick,Patrick,1618,1393,1373,1372,1315,1379,1287
48339,Texas,Montgomery,Montgomery,7104,6358,5273,7148,6149,6125,5774
48337,Texas,Montague,Montague,27,1,3,1,1,0,14
48335,Texas,Mitchell,Mitchell,192,195,715,797,905,830,611
48333,Texas,Mills,Mills,7,0,2,0,2,1,0
48331,Texas,Milam,Milam,9485,8973,8772,7686,5150,4019,3377
48117,Texas,Deaf Smith,Deaf Smith,68,0,12,1,6,254,325
48115,Texas,Dawson,Dawson,2,23,261,496,1091,1059,852
48113,Texas,Dallas,Dallas,24355,31397,47879,61605,82922,137954,220357
48111,Texas,Dallam,Dallam,6,24,0,0,35,58,87
48449,Texas,Titus,Titus,3118,3180,2700,3114,3197,2940,2960
40151,Oklahoma,Woods,Woods,3,4,1,0,2,2,64
48119,Texas,Delta,Delta,809,1400,995,1093,934,830,600
36001,New York,Albany,Albany,1222,1536,2718,3414,6124,11210,15203
48417,Texas,Shackelford,Shackelford,126,65,158,185,135,127,79
48415,Texas,Scurry,Scurry,1,128,147,204,341,568,490
13089,Georgia,DeKalb,De Kalb,8362,9900,12118,13963,14361,22171,56877
13085,Georgia,Dawson,Dawson,152,0,42,64,0,1,0
13087,Georgia,Decatur,Decatur,16738,16490,11812,10759,10958,10479,9335
13081,Georgia,Crisp,Crisp,8616,9849,8369,8114,7755,7619,7284
13083,Georgia,Dade,Dade,291,230,206,297,152,135,107
26147,Michigan,St Clair,St Clair,65,560,1133,1300,1728,2393,2670
13243,Georgia,Randolph,Randolph,12986,11009,11547,11404,9041,6886,4869
13241,Georgia,Rabun,Rabun,156,289,164,135,92,60,95
13247,Georgia,Rockdale,Rockdale,3592,3534,2441,2424,2477,2889,3129
13245,Georgia,Richmond,Richmond,28390,28639,30220,33127,36516,42513,48598
36101,New York,Steuben,Steuben,357,299,338,280,455,790,843
13249,Georgia,Schley,Schley,3291,3099,3320,3034,2395,1839,1389
48411,Texas,San Saba,San Saba,103,135,167,167,70,47,50
36105,New York,Sullivan,Sullivan,64,60,91,370,714,1879,3263
36107,New York,Tioga,Tioga,242,161,146,155,177,189,308
31101,Nebraska,Keith,Keith,0,17,4,0,6,1,0
31069,Nebraska,Garden,Garden,4,0,1,11,0,0,9
48063,Texas,Camp,Camp,4415,4577,4100,4219,3478,2984,2817
48061,Texas,Cameron,Cameron,74,771,928,829,732,922,599
48067,Texas,Cass,Cass,9952,10350,10546,11260,8657,6972,6395
48065,Texas,Carson,Carson,0,2,15,13,11,22,13
48069,Texas,Castro,Castro,0,0,5,3,64,372,511
20043,Kansas,Doniphan,Doniphan,683,597,633,587,403,372,296
20041,Kansas,Dickinson,Dickinson,162,181,223,248,196,161,55
20047,Kansas,Edwards,Edwards,50,56,45,27,15,13,0
20045,Kansas,Douglas,Douglas,2281,1963,1796,1599,1724,1764,2081
37189,North Carolina,Watauga,Watauga,246,204,252,362,226,228,229
37187,North Carolina,Washington,Washington,5503,5570,5441,5466,5752,6083,5820
20049,Kansas,Elk,Elk,6,21,7,0,4,7,0
37185,North Carolina,Warren,Warren,13207,13821,14846,15108,14817,12306,9467
37183,North Carolina,Wake,Wake,25870,29210,33916,36809,39949,43851,50484
37181,North Carolina,Vance,Vance,10004,10171,12009,13958,14602,14017,13832
34039,New Jersey,Union,Union,5353,8087,17859,19699,25316,37972,60786
2090,Alaska,Fairbanks North Star,Fairbanks,fill,fill,fill,fill,fill,fill,2525
1129,Alabama,Washington,Washington,6064,5856,6813,6165,4983,5021,4860
18173,Indiana,Warrick,Warrick,456,366,382,362,274,251,136
18175,Indiana,Washington,Washington,8,1,0,1,1,0,12
18177,Indiana,Wayne,Wayne,1591,1871,2416,2735,3298,3522,3816
1121,Alabama,Talladega,Talladega,18265,17398,17152,18188,20049,20952,20020
1123,Alabama,Tallapoosa,Tallapoosa,11457,10070,9773,11247,10034,10112,9356
1125,Alabama,Tuscaloosa,Tuscaloosa,19026,19780,21566,24200,25866,31303,28049
1127,Alabama,Walker,Walker,6538,8190,7813,6902,6837,5610,4541
54035,West Virginia,Jackson,Jackson,26,12,4,1,3,6,32
54037,West Virginia,Jefferson,Jefferson,3499,3016,2742,2688,2735,2882,2731
54031,West Virginia,Hardy,Hardy,387,298,309,389,287,239,214
54033,West Virginia,Harrison,Harrison,1359,2549,2253,1925,1571,1317,1020
